Grundstueck in qm;Grundstuecksform;Steigung;Bezirk;Zone;Lage;Typ;Zustand;Gebaut;Renoviert;Zustand Fassade;Kellerflaeche in qm;Heizung;Heizungsqualitaet;Klimaanlage;Erster Stock in qm;Zweiter Stock in qm;Wohnflaeche in qm;Schlafzimmer;Kuechen;Kuechenqualitaet;Raeume;Garage Typ;Garagenkapazitaet;Pool;Verkaufsmonat;Verkaufsjahr;Preis
1189;Reg;Ja;Somerset West;RL;Norm;1Fam;5;2119;2119;3;141;GasA;Gut;Y;153;0;153;2;1;4;5;Anbau;2;NA;8;2139;275000
818;IR1;Nein;Miller;RL;Norm;1Fam;5;2124;2125;3;66;GasA;Gut;Y;66;75;141;3;1;4;7;Anbau;2;NA;7;2139;181316
1505;IR3;Ja;Somerset West;RL;Norm;1Fam;5;2128;2128;3;138;GasA;Ex;Y;139;0;139;3;1;4;5;Anbau;2;NA;8;2137;215000
1288;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2102;2125;3;181;GasA;Gut;Y;186;65;251;4;1;5;9;Anbau;2;NA;7;2139;345000
3219;Reg;Ja;Miller;RL;Norm;2FamAn;5;2085;2085;3;98;GasA;Ty;N;98;0;98;3;1;3;5;Anbau;2;NA;1;2136;145000
943;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2086;2086;3;97;GasA;Ty;Y;97;0;97;3;1;3;6;Anbau;1;NA;6;2137;135000
1626;Reg;Ja;City Hall;RL;Pos;1Fam;5;2084;2084;3;122;GasA;Ex;Y;177;0;177;3;1;3;6;TG;2;NA;1;2139;224000
911;Reg;Nein;Somerst;RL;Norm;1Fam;5;2137;2137;3;125;GasA;Ex;Y;125;48;173;3;1;4;7;Eingebaut;3;NA;7;2138;257000
742;IR1;Nein;Miller;RL;Norm;1Fam;5;2134;2135;3;81;GasA;Ex;Y;81;71;151;3;1;4;7;Eingebaut;2;NA;9;2139;189500
836;Reg;Ja;Water District;RM;Norm;1Fam;6;2067;2080;4;72;GasA;Ty;Y;72;55;128;3;1;4;6;Freistehend;1;NA;12;2137;141000
895;IR1;Nein;Miller;RL;Norm;1Fam;5;2122;2123;3;75;GasA;Gut;Y;75;73;148;3;1;3;7;Eingebaut;2;NA;12;2139;178000
871;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2083;2083;3;107;GasA;Ty;Y;107;0;107;3;1;3;6;Freistehend;2;NA;5;2138;137500
892;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2055;2120;3;68;GasA;Ex;Y;77;75;152;3;1;5;6;Freistehend;2;NA;8;2136;178000
647;Reg;Nein;Somerset;RL;Norm;1Fam;8;2070;2128;3;63;GasA;Ex;Y;74;47;121;2;1;4;6;Anbau;1;NA;7;2137;165250
502;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2056;2134;4;107;GasA;Gut;Y;107;43;150;3;1;4;5;Freistehend;1;NA;10;2137;152000
1212;Reg;Ja;Clear Creek;RL;Norm;1Fam;6;2093;2093;3;93;GasA;Ex;Y;93;0;93;1;1;3;4;Anbau;2;NA;4;2136;164000
341;Reg;Nein;Grand Park;RM;Norm;REH;5;2135;2136;3;51;GasA;Gut;Y;100;0;100;2;1;3;5;TG;2;NA;4;2139;145500
296;Reg;Nein;Upper West;RL;Norm;REH;5;2135;2136;3;125;GasA;Ex;Y;140;0;140;2;1;4;7;Anbau;2;NA;5;2138;191000
1001;IR1;Nein;Somerset West;RL;Str;1Fam;6;2120;2121;3;98;GasA;Gut;Y;99;0;99;1;1;4;4;Anbau;2;NA;7;2139;162000
1064;IR2;Nein;Somerset West;RL;Norm;1Fam;5;2125;2125;3;130;GasA;Ex;Y;140;0;140;3;1;4;6;Anbau;3;NA;2;2138;225000
943;IR1;Nein;Miller;RL;Norm;1Fam;5;2124;2124;3;36;GasA;Gut;Y;86;72;157;3;1;3;7;Eingebaut;2;NA;3;2137;160000
905;Reg;Nein;North West;RL;Norm;1Fam;6;2099;2099;3;67;GasA;Gut;Y;67;55;122;3;1;3;7;Freistehend;2;NA;6;2138;146900
906;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2134;2134;3;134;GasA;Ex;Y;134;0;134;3;1;4;6;Anbau;2;NA;6;2138;186500
684;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2140;2140;3;114;GasA;Ex;Y;114;0;114;2;1;4;6;Anbau;2;NA;3;2140;187000
960;IR1;Nein;Old Gotham;RM;Norm;1Fam;9;2040;2129;4;67;GasA;Ex;N;84;80;165;3;1;4;7;Freistehend;2;NA;5;2137;184900
732;Reg;Nein;Miller;RL;Norm;1Fam;5;2133;2133;3;79;GasA;Ex;Y;79;102;181;4;1;4;8;Eingebaut;2;NA;7;2137;211000
755;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;154;GasA;Ex;Y;154;0;154;3;1;4;6;Anbau;3;NA;2;2136;230000
783;IR2;Nein;ChinaTown;RL;Norm;1Fam;7;2124;2124;4;92;GasA;Ex;Y;92;0;92;3;1;3;5;Freistehend;1;NA;7;2137;146000
760;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2088;2122;3;98;GasA;Ud;Y;98;0;98;3;1;3;6;Anbau;1;NA;8;2137;139000
1015;Reg;Nein;Miller;RL;Bahn;1Fam;5;2135;2135;3;68;GasA;Ex;Y;68;68;135;3;1;4;8;Anbau;2;NA;6;2139;184000
2349;Reg;Ja;Burnley;RL;Norm;1Fam;5;2093;2093;3;99;GasA;Gut;Y;97;0;97;3;1;3;5;Anbau;2;NA;1;2137;132250
596;Reg;Ja;Grand Park;RL;Norm;1Fam;5;2089;2089;3;81;GasA;Ty;Y;81;0;81;3;1;3;5;Freistehend;1;NA;3;2139;85000
1003;Reg;Nein;Old Gotham;RM;Str;1Fam;6;2045;2080;4;64;GasA;Ty;Y;90;64;153;4;1;3;7;Freistehend;1;NA;6;2140;139000
669;Reg;Nein;Water District;RM;Norm;1Fam;6;2068;2125;3;75;GasA;Ex;Y;75;52;126;2;1;4;6;Freistehend;1;NA;7;2136;125500
766;IR1;Nein;New Gotham;RL;Norm;1Fam;7;2091;2091;4;90;GasA;Ex;Y;90;0;90;3;1;3;5;Freistehend;2;NA;2;2137;137500
803;Reg;Nein;New Gotham;RL;Str;1Fam;5;2098;2098;3;84;GasA;Ex;Y;82;82;164;4;1;3;7;Anbau;2;NA;6;2136;155000
710;Reg;Nein;City Hall;RL;Norm;1Fam;8;2048;2128;3;85;GasA;Gut;Y;85;48;132;3;1;4;7;Freistehend;1;NA;6;2137;189950
1003;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2015;2125;3;60;GasA;Gut;Y;97;0;97;2;1;3;6;Freistehend;1;NA;8;2137;100000
933;IR1;Ja;Grand Park;RL;Norm;1Fam;6;2098;2098;3;111;GasA;Ty;Y;111;0;111;3;1;3;6;Anbau;1;NA;6;2140;144000
1024;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2084;2084;3;109;GasA;Gut;Y;120;0;120;2;1;3;5;Anbau;2;NA;5;2136;149900
1051;Reg;Nein;Tricorner;RL;Norm;1Fam;5;2132;2133;3;76;GasA;Ex;Y;77;99;176;4;1;4;8;Eingebaut;2;NA;2;2140;214900
782;Reg;Nein;Somerset;RL;Norm;1Fam;8;2093;2133;3;98;GasA;Ty;Y;99;0;99;3;1;3;6;Anbau;1;NA;2;2136;154500
963;IR1;Nein;Miller;RL;Norm;1Fam;5;2125;2126;3;75;GasA;Gut;Y;75;71;146;3;1;3;7;Eingebaut;2;NA;5;2137;168000
1103;Reg;Nein;Burnley;RL;Norm;1Fam;5;2129;2129;3;125;GasA;Ex;Y;125;0;125;3;1;3;7;Anbau;2;NA;6;2140;166500
858;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2131;2132;3;98;GasA;Ex;Y;98;112;210;3;1;4;7;Eingebaut;2;NA;9;2138;287000
897;IR1;Nein;North East;RL;Norm;1Fam;5;2136;2136;3;148;GasA;Gut;Y;149;0;149;3;1;4;6;Anbau;3;NA;7;2139;255900
805;Reg;Ja;Water District;RM;Norm;1Fam;6;2030;2123;3;71;GasA;Ex;N;86;86;201;5;1;4;11;Freistehend;2;NA;12;2139;123000
1093;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2080;2080;3;100;GasA;Ty;Y;127;0;127;3;1;3;6;Anbau;1;NA;6;2139;120000
1129;Reg;Nein;Old Gotham;RM;Norm;1Fam;5;2084;2084;3;98;GasA;Ex;N;98;69;167;4;1;3;7;Anbau;1;NA;11;2138;131500
979;Reg;Nein;East End;RL;Norm;1Fam;5;2123;2124;3;122;GasA;Ex;Y;123;102;225;3;1;4;9;Anbau;3;NA;8;2138;341000
502;Reg;Nein;Old Gotham;RL;Norm;1Fam;7;2084;2130;4;77;GasA;Ex;Y;77;0;77;2;1;4;4;Freistehend;1;NA;8;2136;117000
1654;Reg;Nein;Grand Park;RL;Str;1Fam;5;2076;2080;3;45;GasA;Ty;N;115;0;115;2;1;3;4;Anbau;1;NA;7;2137;109900
892;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2081;2081;3;98;GasA;Ex;Y;113;0;113;3;1;3;7;Anbau;1;NA;5;2136;135000
982;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2091;2091;3;135;GasA;Ex;Y;135;0;135;3;1;3;6;Anbau;2;NA;4;2139;187500
1107;IR2;Nein;Miller;RL;Norm;1Fam;5;2135;2135;3;64;GasA;Ex;Y;64;81;145;3;1;4;6;Eingebaut;2;NA;3;2139;174000
980;IR1;Nein;Grand Park;RL;Norm;2Fam;5;2108;2108;3;107;GasA;Ty;Y;107;0;107;2;2;3;6;Freistehend;1;NA;7;2139;159900
670;IR1;Nein;Dixon Side;RL;Norm;1Fam;7;2088;2138;4;80;GasA;Gut;Y;80;0;80;2;1;3;4;NA;0;NA;2;2140;116500
1108;IR1;Nein;East End;RL;Norm;1Fam;7;2125;2125;3;115;GasA;Ex;Y;116;116;232;4;1;4;9;Anbau;3;NA;6;2138;290000
771;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2101;2101;3;80;GasA;Ty;Y;81;0;81;3;1;3;5;Freistehend;4;NA;6;2137;123000
538;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2045;2080;4;78;GasA;Gut;N;78;71;149;3;2;3;8;Freistehend;1;NA;5;2140;107400
680;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2088;2088;3;109;GasA;Ty;Y;109;0;109;3;1;3;6;Anbau;1;NA;3;2137;140000
478;Reg;Nein;Grand Park;RL;Norm;1Fam;7;2053;2138;3;88;GasA;Ty;Y;88;32;120;3;1;4;6;Freistehend;1;NA;6;2138;108000
1197;Reg;Nein;Burnley;RL;Norm;1Fam;7;2114;2114;3;77;GasA;Ty;Y;77;0;77;2;1;4;5;Anbau;2;NA;4;2140;149900
704;IR1;Nein;North East;RL;Norm;REH;5;2135;2136;3;127;GasA;Ex;Y;127;0;127;2;1;4;6;Anbau;2;NA;6;2137;194700
721;IR1;Nein;Somerset;RL;Norm;1Fam;7;2092;2131;4;93;GasA;Gut;Y;93;0;93;3;1;4;6;Freistehend;1;NA;3;2137;132500
889;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2086;2086;3;106;GasA;Ty;Y;106;0;106;3;1;3;6;Anbau;1;NA;6;2140;129000
1221;IR1;Nein;ChinaTown;RL;Pos;1Fam;5;2127;2127;3;80;GasA;Ex;Y;81;84;165;3;1;4;6;Anbau;2;NA;7;2138;215700
1026;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2137;2137;3;115;GasA;Ex;Y;115;0;115;3;1;4;7;Anbau;2;NA;1;2138;179900
887;IR1;Nein;ChinaTown;RL;Norm;1Fam;6;2133;2133;3;87;GasA;Ex;Y;87;82;170;3;1;4;7;Anbau;2;NA;1;2140;237000
1271;Reg;Ja;City Hall;RL;Norm;1Fam;6;2070;2080;3;78;GasA;Ex;Y;78;68;146;2;1;3;6;Freistehend;2;NA;2;2139;205000
1384;IR1;Ja;Miller;RL;Norm;1Fam;5;2136;2137;3;162;GasA;Ex;Y;162;0;162;3;1;5;7;Anbau;3;NA;10;2139;377500
1522;IR1;Nein;City Hall;RL;Norm;1Fam;5;2099;2099;4;171;GasA;Gut;Y;171;0;171;3;1;4;7;Anbau;2;NA;12;2136;223000
942;Reg;Nein;North West;RL;Bahn;1Fam;6;2097;2097;3;124;GasA;Gut;Y;124;0;124;3;1;3;7;Anbau;2;NA;4;2136;164500
545;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2086;2130;3;87;GasA;Ex;Y;87;0;87;2;1;3;4;Anbau;1;NA;5;2140;129000
1463;Reg;Nein;ChinaTown;RL;Str;1Fam;5;2129;2130;3;136;GasA;Ex;Y;141;0;141;2;1;4;5;Anbau;2;NA;6;2139;220000
792;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2053;2136;3;90;GasA;Ty;Y;90;0;90;2;1;3;5;Freistehend;2;NA;7;2137;100000
497;Reg;Nein;Old Gotham;RM;Str;1Fam;8;2050;2095;3;58;GasA;Ex;Y;68;67;135;3;1;3;7;Freistehend;1;NA;3;2138;132000
804;IR1;Nein;Miller;RL;Norm;1Fam;5;2130;2130;3;91;GasA;Ex;Y;94;82;175;3;1;3;9;Anbau;2;NA;4;2136;215000
1139;IR1;Nein;East End;RL;Norm;1Fam;5;2124;2125;3;136;GasA;Ex;Y;139;104;244;3;1;4;9;Anbau;2;NA;4;2140;325000
1030;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;125;GasA;Ex;Y;126;0;126;1;1;4;5;Anbau;2;NA;6;2136;220000
698;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2097;2105;3;88;GasA;Ty;Y;129;0;129;3;1;3;6;Anbau;1;NA;9;2136;145000
923;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;77;GasA;Ex;Y;82;82;164;3;1;4;6;Anbau;2;NA;7;2136;222000
942;Reg;Nein;North West;RL;Norm;1Fam;6;2104;2104;3;104;GasA;Ex;Y;104;0;104;3;1;3;6;Anbau;2;NA;4;2139;167900
728;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2097;2097;3;80;GasA;Ty;Y;84;0;84;3;1;3;6;Anbau;1;NA;12;2136;123000
1205;IR2;Nein;Somerset;RL;Norm;1Fam;6;2092;2092;3;85;GasA;Ty;Y;85;0;85;2;1;3;4;Freistehend;1;NA;9;2138;144000
1002;IR1;Nein;Miller;RL;Norm;1Fam;5;2121;2122;3;36;GasA;Gut;Y;75;62;137;3;1;4;7;Anbau;2;NA;5;2137;160000
904;IR1;Nein;Miller;RL;Bahn;1Fam;5;2134;2134;3;36;GasA;Ex;Y;69;59;128;3;1;4;7;Eingebaut;2;NA;5;2139;167000
697;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2136;2136;3;106;GasA;Ex;Y;106;0;106;3;1;4;5;NA;0;NA;10;2137;147000
766;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2094;2094;3;101;GasA;Ex;Y;101;0;101;3;1;3;6;Anbau;2;NA;7;2138;145000
650;Reg;Nein;Water District;RM;Norm;1Fam;8;2056;2128;4;83;GasA;Ty;Y;85;0;85;2;1;3;5;Freistehend;1;NA;7;2138;126000
1128;IR2;Nein;ChinaTown;RL;Norm;1Fam;5;2128;2128;3;153;GasA;Ex;Y;154;0;154;3;1;4;6;Anbau;2;NA;5;2140;224900
1208;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2098;2098;4;83;GasA;Ty;Y;110;89;199;4;1;4;8;Anbau;1;NA;6;2139;193500
813;IR1;Nein;Miller;RL;Bahn;1Fam;5;2129;2129;3;92;GasA;Ex;Y;95;96;191;3;1;4;8;Eingebaut;2;NA;6;2139;214000
766;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2090;2090;3;110;GasA;Gut;Y;110;0;110;2;1;3;5;Anbau;2;NA;6;2137;110000
1232;IR1;Nein;North East;RL;Norm;1Fam;5;2133;2134;3;101;GasA;Ex;Y;103;120;223;4;1;4;10;Eingebaut;3;NA;6;2139;290000
1012;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2085;2085;4;90;GasA;Ty;Y;90;0;90;3;1;3;5;Anbau;1;NA;6;2140;122500
557;Reg;Nein;Water District;RM;Norm;1Fam;5;2097;2097;3;58;GasA;Ex;Y;101;52;154;3;1;3;7;Anbau;1;NA;7;2138;126000
906;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2130;2131;3;151;GasA;Ex;Y;151;0;151;3;1;4;6;Anbau;2;NA;10;2139;213000
1268;IR1;Nein;North East;RL;Norm;1Fam;5;2135;2136;3;158;GasA;Ex;Y;160;96;256;4;1;5;9;Eingebaut;3;NA;5;2137;418000
957;IR1;Ja;Old Gotham;RM;Bahn;1Fam;6;2051;2080;3;54;GasA;Gut;Y;84;75;159;3;1;3;9;Freistehend;2;NA;4;2140;140000
923;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2124;2124;3;149;GasA;Ex;Y;151;0;151;3;1;4;7;Anbau;2;NA;4;2138;226500
1021;IR1;Nein;East End;RL;Norm;1Fam;5;2126;2127;3;99;GasA;Ex;Y;99;99;197;4;1;4;12;Anbau;2;NA;6;2138;279500
892;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2086;2086;3;98;GasA;Gut;Y;98;0;98;2;1;3;5;Anbau;1;NA;6;2139;128900
1250;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;85;GasA;Ex;Y;85;87;173;3;1;4;8;Eingebaut;2;NA;6;2136;200000
775;IR1;Nein;New Gotham;RL;Norm;1Fam;7;2089;2089;3;0;GasA;Ty;Y;82;0;82;3;1;3;5;Anbau;1;NA;7;2137;106500
794;Reg;Nein;New Gotham;RL;Norm;2Fam;4;2079;2080;3;0;Wand;Ud;N;97;0;97;2;2;3;6;Freistehend;2;NA;5;2136;87500
806;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2090;2090;3;83;GasA;Ty;Y;83;0;83;3;1;3;5;Freistehend;1;NA;1;2137;117600
1322;Reg;Nein;North East;RL;Norm;1Fam;5;2137;2137;3;145;GasA;Ex;Y;149;0;149;3;1;4;7;Anbau;3;NA;7;2139;256300
667;Reg;Nein;Somerset West;RL;Norm;REH;5;2121;2121;3;113;GasA;Gut;Y;113;0;113;2;1;4;5;Anbau;2;NA;6;2136;151000
595;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2069;2080;3;64;GasA;Ty;Y;81;64;145;3;1;3;7;Freistehend;2;NA;10;2139;150000
1024;Reg;Nein;East End;RL;Norm;1Fam;5;2123;2124;3;172;GasA;Ex;Y;170;89;259;4;1;4;10;Anbau;2;NA;6;2138;372500
813;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;78;GasA;Ex;Y;78;82;160;3;1;4;6;Anbau;2;NA;11;2139;198500
667;Reg;Nein;Somerset West;RL;Norm;REH;5;2120;2121;3;124;GasA;Gut;Y;124;0;124;2;1;4;5;Anbau;2;NA;2;2139;145000
687;IR1;Nein;Somerset;RL;Norm;1Fam;5;2114;2114;3;98;GasA;Ty;Y;105;0;105;2;1;3;5;Anbau;2;NA;3;2138;152000
576;Reg;Ja;University;RL;Norm;1Fam;5;2042;2080;3;74;GasA;Ty;N;89;74;207;5;1;3;10;Freistehend;1;NA;3;2136;118500
883;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2093;2093;3;130;GasA;Gut;Y;130;0;130;3;1;3;6;Anbau;2;NA;7;2139;159000
1045;Reg;Nein;Clear Creek;RL;Norm;1Fam;5;2087;2119;3;103;GasA;Ex;Y;103;64;166;5;1;3;8;Anbau;1;NA;11;2139;161500
978;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2101;2101;3;91;GasA;Ty;Y;91;0;91;3;1;3;5;Freistehend;2;NA;3;2137;143250
867;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2127;2128;3;82;GasA;Ex;Y;83;74;157;3;1;3;8;Anbau;2;NA;4;2140;191000
1308;IR1;Ja;The Bowery;RL;Norm;1Fam;5;2136;2136;3;206;GasA;Ex;Y;208;0;208;1;1;4;7;Anbau;2;NA;1;2137;441929
1124;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2083;2134;3;113;GasA;Ex;Y;113;0;161;3;1;3;7;Anbau;1;NA;6;2137;156000
865;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2135;2135;3;73;GasA;Ex;Y;73;75;148;3;1;4;6;Anbau;2;NA;6;2136;181000
634;Reg;Ja;City Hall;RL;Norm;1Fam;7;2051;2135;3;60;GasA;Gut;Y;71;50;121;2;1;3;8;Freistehend;1;NA;8;2137;146500
653;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2135;2136;3;101;GasA;Gut;Y;101;0;101;2;1;3;5;Anbau;2;NA;6;2137;157000
850;Reg;Nein;Dixon Side;RL;Norm;1Fam;5;2070;2112;3;82;GasA;Gut;Y;92;48;140;3;1;3;8;Freistehend;1;NA;7;2138;145000
1211;IR2;Nein;Miller;RL;Norm;1Fam;5;2125;2126;3;64;GasA;Gut;Y;64;75;139;3;1;3;6;Anbau;2;NA;7;2136;187500
1537;IR1;Nein;East End;RL;Norm;1Fam;5;2128;2128;3;119;GasA;Ex;Y;122;106;228;3;1;4;7;Anbau;3;NA;5;2139;340000
1084;Reg;Nein;New Gotham;RL;Str;1Fam;5;2078;2080;3;101;GasA;Ty;Y;101;0;101;2;1;3;5;Freistehend;1;NA;11;2137;119200
982;Reg;Ja;City Hall;RL;Norm;1Fam;8;2062;2124;3;79;GasA;Ty;Y;144;109;253;3;1;4;10;Freistehend;2;NA;12;2137;315000
906;Reg;Ja;ChinaTown;RL;Norm;1Fam;7;2124;2124;3;92;GasA;Ex;Y;92;0;92;3;1;3;5;Freistehend;2;NA;8;2138;155000
984;Reg;Nein;City Hall;RL;Norm;1Fam;7;2053;2126;4;56;GasA;Ty;Y;84;56;140;3;1;4;7;Freistehend;1;NA;8;2137;165000
1272;Reg;Nein;North East;RL;Norm;1Fam;5;2137;2137;3;225;GasA;Ex;Y;229;0;229;4;1;5;9;Anbau;3;NA;8;2138;417500
847;Reg;Nein;Burnley;RL;Norm;1Fam;5;2131;2131;3;139;GasA;Ex;Y;139;0;139;3;1;4;7;Anbau;2;NA;5;2136;209000
892;Reg;Nein;Old Gotham;RM;Norm;1Fam;4;2040;2080;4;63;GasA;Ty;Y;77;63;140;3;1;4;7;Freistehend;2;NA;6;2139;87500
836;Reg;Nein;New Gotham;RL;Norm;2Fam;5;2104;2104;3;83;GasA;Ty;Y;83;83;166;4;2;3;8;NA;0;NA;9;2139;136000
815;Reg;Nein;Grand Park;RL;Str;1Fam;7;2040;2080;3;74;GasA;Gut;Y;74;0;74;2;1;3;4;NA;0;NA;5;2138;85000
1100;IR1;Nein;Burnley;RL;Norm;2Fam;5;2100;2100;3;153;GasA;Ty;Y;153;0;153;4;2;3;8;2Typen;3;NA;3;2136;146500
408;IR1;Ja;Old Gotham;RM;Str;1Fam;7;2060;2080;4;62;GasA;Ex;Y;78;0;78;3;1;3;5;NA;0;NA;6;2137;87000
1378;IR1;Nein;North East;RL;Norm;1Fam;5;2134;2135;3;165;GasA;Ex;Y;165;0;165;2;1;5;7;Anbau;3;NA;8;2136;378000
836;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2076;2080;3;84;GasA;Ex;Y;84;55;139;3;1;3;5;Freistehend;3;NA;6;2138;140000
1718;IR1;Nein;Miller;RL;Norm;1Fam;5;2135;2135;3;123;GasA;Ex;Y;123;0;123;3;1;4;6;Anbau;2;NA;1;2140;199500
905;Reg;Nein;Grand Park;RL;Norm;1Fam;7;2054;2080;4;73;GasA;Gut;Y;88;25;113;4;1;3;7;Anbau;1;NA;3;2136;104900
679;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2137;2137;3;114;GasA;Ex;Y;114;0;114;2;1;4;6;Anbau;2;NA;2;2139;194500
813;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2100;2100;3;93;GasA;Ty;Y;93;0;93;3;1;3;5;Freistehend;2;NA;8;2139;148500
1104;IR1;Ja;Dixon Side;RL;Pos;1Fam;6;2046;2124;3;78;GasA;Gut;N;134;64;198;5;1;4;10;Freistehend;2;NA;7;2139;214500
913;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2125;2125;3;105;GasA;Ex;Y;106;82;188;3;1;4;8;Anbau;2;NA;6;2139;239500
755;IR1;Nein;Miller;RL;Bahn;1Fam;5;2130;2130;3;91;GasA;Ex;Y;94;74;167;3;1;3;7;Anbau;2;NA;6;2139;179000
813;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2128;2128;3;75;GasA;Ex;Y;75;82;156;3;1;4;7;Anbau;2;NA;6;2140;200500
906;Reg;Nein;Old Gotham;RM;Norm;1Fam;5;2088;2088;3;89;GasA;Ex;Y;89;0;89;3;1;3;5;Freistehend;2;NA;7;2136;125000
2132;IR2;Nein;Old Gotham;RM;Str;1Fam;9;2022;2123;4;103;GasA;Ex;Y;141;141;335;4;1;5;12;Freistehend;3;NA;6;2136;475000
557;Reg;Nein;Dixon Side;RM;Norm;1Fam;6;2070;2080;4;53;GasA;Ex;Y;79;32;111;3;1;3;6;Freistehend;2;NA;3;2140;128000
1789;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2113;2113;3;48;GasA;Gut;Y;124;0;124;2;1;4;5;Anbau;2;NA;9;2139;156500
687;Reg;Nein;New Gotham;RL;Str;1Fam;6;2092;2092;3;97;GasA;Gut;Y;97;0;97;3;1;3;6;Freistehend;2;NA;3;2136;120000
1153;IR1;Nein;Tricorner;RL;Norm;1Fam;5;2116;2116;3;149;GasA;Ty;Y;153;0;153;3;1;3;7;Anbau;2;NA;11;2138;184000
1078;Reg;Nein;New Gotham;RL;Str;2Fam;5;2090;2090;3;103;GasA;Ty;Y;103;109;211;5;2;3;12;Freistehend;2;NA;1;2140;154300
1003;Reg;Nein;North West;RL;Norm;1Fam;7;2104;2127;3;141;GasA;Ty;Y;144;99;243;4;1;3;9;Anbau;2;NA;6;2138;240000
669;Reg;Nein;New Gotham;RL;Norm;1Fam;8;2080;2132;3;80;GasA;Gut;Y;80;0;80;3;1;4;5;Freistehend;2;NA;7;2137;129000
727;Reg;Nein;Old Gotham;RM;Norm;1Fam;5;2051;2080;3;46;GasA;Ty;Y;46;0;46;1;1;3;3;Freistehend;1;NA;6;2136;61500
845;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2134;2135;3;173;GasA;Ex;Y;171;0;171;3;1;4;8;Anbau;2;NA;10;2136;216837
966;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2131;2131;3;117;GasA;Ex;Y;120;81;201;3;1;4;8;Anbau;2;NA;6;2138;230500
1123;Reg;Nein;North West;RL;Norm;1Fam;7;2111;2133;3;67;GasA;Ex;Y;67;70;137;3;1;4;6;Anbau;2;NA;3;2137;176000
695;Reg;Nein;ChinaTown;RL;Norm;1Fam;6;2102;2102;3;81;GasA;Ty;Y;81;0;81;3;1;3;5;Freistehend;2;NA;6;2140;127000
845;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2089;2089;3;80;GasA;Ex;Y;80;0;80;2;1;3;5;Freistehend;1;NA;10;2139;127500
573;Reg;Nein;University;RL;Norm;1Fam;6;2055;2120;3;91;GasA;Ex;Y;108;42;149;3;1;4;7;Freistehend;1;NA;10;2139;137450
768;Reg;Ja;Water District;RM;Norm;1Fam;5;2050;2080;3;94;GasA;Ty;Y;94;0;94;2;1;3;6;Freistehend;1;NA;5;2137;118400
